userName,content,score,sentimen,sentimen_encoded
Bowis Bon,drivernya suka ngerjain kasih tau mesen jemput suka songong kalo harga murah ngambil inti kecewa deh,2,Tidak Puas,2
Ady dass,bagus cepat respon,5,Puas,1
yuli yanti,murah,5,Netral,0
Irsan Effendi,aplikasi taiii,1,Netral,0
Ine Supartini,bantu bu transportasi,5,Netral,0
xyz eys,aplikasi memvengongkan suruh baru tpi baru disrh baru lg bgt setr sd bingung,2,Netral,0
Akhmad Fatoni,isthebest,5,Netral,0
Darayasa Hardayati,maxim iya bnr karna kendara dipk maxim sesuai tentu plat oknum ambil order bintang buruk kemudi asik pasang vid kamera jg kemudi dtg sesuai harga tambah duit apk buruk,1,Tidak Puas,2
Zenith Vinn,maxim buka sistem tulis maxim henti,1,Netral,0
Adel Rez,mohon tolong barang tinggal grab gmn biar hubungin orang,1,Tidak Puas,2
Niketut Widya,saldo kaspro balikin kocak kepake lumayann sisa kosong,1,Netral,0
Pricilla Elvaretta,sulit tukam driver cepet tunggu kali order makan temu driver makan batal susah batal pesan tunggu tolong tambah fitur chat driver terimakasih,2,Tidak Puas,2
Pwk Kota,drivernya susah komunikasi mesum mesum drivernya kalo sen jam malam,1,Tidak Puas,2
Intoria Mandarava,pakai e wallet potong saldo,1,Tidak Puas,2
Bodo Pabrek,keep cheaper,5,Netral,0
dodi hermanto,harga murah layan,5,Netral,0
Taufiqur Rohman,langsung buka sesuai ekspektasi,3,Netral,0
Wiji Santoso,pake maxim kecewa driver duluan datngnya kena carger tambah uang tunggu menit,2,Tidak Puas,2
daulina luduwita,driver lu cabul,1,Netral,0
uch channel,kecewa pesan maxim car buru rsud harga naikin gilir driver bayar tobat tobattt,1,Tidak Puas,2
minus one,kaspro dipake ttep potong,2,Tidak Puas,2
InstantEat TravelFood,konek maxim wallet kode,1,Netral,0
Davka Ranendra,login susah anehh,2,Tidak Puas,2
Ade ernita,ndk jls login,1,Netral,0
Ricard Vi,login ulang pas kode muncul mulu sms pake opsi telfon tutup angkat,1,Netral,0
Prof jr Ke 13,aplikasi tolol,1,Netral,0
Saiwan BO,oke cepat,5,Netral,0
Betty Kartini,ok,5,Puas,1
istofani Nabila,top wallet kaspro bayar bayar ganti tunai saldo minn,1,Puas,1
Setto Wicaksono,aplikasi nentukan titik tuju keluar sesuai banget tollol banget sistem map nga,1,Netral,0
Fandi55 Fandi55,,5,Netral,0
CNV Candra Ness Victoria,tarif jangkau pas hujan mahal,5,Tidak Puas,2
Ress,gimana sihh telat dikenain biayaya tambah gilir driver telat kompensasi telat menit menit gapapa menit tolong bijak pilih driver,1,Tidak Puas,2
raditha ariene,buruk maxime si driver cancel bayar cash cancel kasih cash driver kasih dana wallet driver nyata komplen maxime tramsaksi liat kecewa bear bear kecewa pantes komplen,1,Tidak Puas,2
Tomy Kurniawan,jelek nomor telepon ku blokir maxim cuman batal order,1,Tidak Puas,2
Stella Stellatarasi,,5,Netral,0
Toz Raker,aplikasi eror,3,Netral,0
obed gio,aplikasi hama drivernya hujan ting,1,Netral,0
Lussy Louru,top kop walet masuk saldo akun pakai top pakai mala kosong akun kaspro uangx akun,2,Puas,1
Hendri Herawan_Online,susah kali pesan makan terima kota,5,Tidak Puas,2
Ajil Kurniawan,nice,4,Puas,1
DASRIL HERMAWAN,ah isi e walet kaspro pakai bca admin situ pemberitahuan adminnya admin gilaa banget,1,Netral,0
Joko Har1995,  ,5,Netral,0
Intan Claudiasafitri,driver gjls amit,1,Netral,0
Afrian,pakai ewalet kaspro sumpah ribet banget top masuk,1,Puas,1
Hetantra Dzaky,harga aplikasi dgn si driver antar makan gatau bener via aplikasi si driver suka kalo bayar pakai cash kaya aplikasi harga tagih tera ya fix sesuai aplikasi driver datanf makan konsumen tinggal bayar nominal ssuai tera,2,Tidak Puas,2
Muja Hidin,buruk,1,Tidak Puas,2
idham zulkarnain,drivernya bnyk cancel order,1,Tidak Puas,2
Marsuli Jak,bgus,5,Netral,0
nyasa26,topup saldo maxim kaspro masuk,1,Netral,0
Ka oky 24 Kakak,terimakasih tuju,5,Netral,0
virgo thebest,minus susah banget cari alamat cari pakai nama toko pakai alamat lengkap,3,Tidak Puas,2
Yosafat Sitohang,apk anjieng e walllet pajak masuk asu mudah maxim usernya haram apk,1,Netral,0
Agung Adriansyah,mohon kpd developer bayar via nontunai mudah kayak pakai qris e wallet biar cash pakai e wallet dana,2,Netral,0
Dita Monditara,orang tetep cari nafkah gausah sengaja tarik demo demo mah demo tetep nyari nafkah biarin tetep nafkahin anak istri,1,Netral,0
Arwinda Damayanti,,5,Netral,0
Nr Cell,cari tukang order bet anjirrrrrr,2,Netral,0
RIKA KHAIRUNNISA,mony maxim gua isi wallet cashpro logout trs logout bilang lampau gua malem bawa cash,1,Netral,0
Kikusumo Lewo,jos mantap,5,Puas,1
HiLman,oke,5,Netral,0
Siti Nurjanah,maxim mahal gojek maxim promo drivernya sulit cari cari driver nunggu jam apk jg ambil kuota gede bgt cancel pesan maxim food gimna,3,Tidak Puas,2
Marisa Herdini W,halo gimana ya maxim isi saldo maxim kaspro masuk ya pakai saldo,1,Netral,0
Shafira Chusnul,top kas pro jam masuk aplikasi,1,Puas,1
Kartiah Infinix,mantapppp,5,Netral,0
nunung Widayanti,kali login muncul tulis pakai versi ngk update gimana solusi,4,Netral,0
Dani 99,kemarin download aplikasi iki emng bantu sayang mas jemput lokasi saya coba lg klo emng ngga jemput lg kasi nilai bintang klo layan kasi fuul baik,1,Puas,1
Gusri Bazam,kecewa isi wallet maxim potong rp isi isi masuk,1,Tidak Puas,2
Rexi Aditya,jelek banget driver lelet sampe gd terima order cepat,1,Tidak Puas,2
Anorma Noma,murah,5,Netral,0
Nazmi Hidayat,aplikasi aneh daftar kocak,1,Tidak Puas,2
Jepri Jep,ramah tamah,5,Netral,0
Linda Sari,tolong himbau driver pakai jaket maximnya kali nemu driver pake jaket,3,Tidak Puas,2
Olive Olivia,bagus dicancel drivernya gitu nunggunya,3,Puas,1
Teds,coba isi saldo biar praktis bea transportnya pakai ehh sdh potong dana siluman byar tunai sisa bea ikhlas drivernya drpd siluman aplikasi sorry bintang,3,Tidak Puas,2
Riky Pandores,,5,Netral,0
Pengguna Google,dn ramah,5,Netral,0
Sukma Wati,kl ngadu drive ber bahasa kasar coustamer gimana ya tolong tau,1,Tidak Puas,2
WAYU GAMING,desak daftar sms verifikasi masuk masuk apliksi ribet kacauuu,1,Netral,0
Ayaturrahman Zikri,mas haidar maxim ribut akun ig,1,Netral,0
Dedy Riswanto,bantu,4,Netral,0
Vheky Lassa,maxim driver males ambil custamer deket cansel deivernya,1,Netral,0
Nama Saya,sen makan cancel suruh pilih order aneh tau,1,Tidak Puas,2
Annisa13 Pintar,driver nakal,1,Netral,0
bayu,apk ya kirim foto driver ya patok kasi driver nyariin,3,Netral,0
Nina Harun,maxim transportasi bantu bayar jangkau mudah mesan menit makasih maxim ya,5,Netral,0
Gausa Rahmat,fitur foods goods bagus,1,Puas,1
Muhammad Ulil Albab,bagus aplikasi murah kadang akurat titik maps gapapa aman,5,Puas,1
Ariel Lasso,ok,5,Puas,1
Akun Google,apk kontolll gw paksa download ikpan anjinggggg,1,Netral,0
muhammad edwin pratama,kali maxim titik nda sesuai driver marah kena customer aplikasi nda kordinasi titik customer tambah biaya baik sistem mu plissss,2,Puas,1
Andy Ompong,ok,5,Puas,1
black vixi,aplikasi,1,Netral,0
Mantasia Cia,manfaat bantu,5,Netral,0
Aira Putri,tolong pesan maxim aplikasi,4,Tidak Puas,2
Shayna Seviona,bgus sy cpt smpe,5,Netral,0
Giv Saputra,bantu,5,Netral,0
Azhar Takbir Fitri,cepat,5,Netral,0
Bonua Posaangu'an nambo,aplikasi transportasi baik harga murah layan cepat aplikasi mudah cocok banget butuh hari,5,Puas,1
Albab Hutabarat,bagus cepat murah,5,Puas,1
Mas Ahmad,capcu,3,Netral,0
YOSHA,emang ngambil langgan jaket maxim,1,Netral,0
syarif sigger,kode otp masuk,1,Netral,0
Depin Tuner,kagak gw order ngambil dicancel,1,Netral,0
Rendi Cabang,mantap,5,Puas,1
Nurlia Af,rating aplikasi jebol kena tipu aplikasi maxim uang hilang ada sikap tanggung aplikasi kecewa berat,1,Tidak Puas,2
Arjuna Sanjaya,ok,5,Puas,1
Tony Haris,moga jaya depan mudah drivernya,5,Netral,0
Vivi VFA,bintang driver banyak bar bar jalan lawan jalurr ngebut hamoir serempet bacot dpt sopan ngajak ngomong mundur dempat gua kasi bintang karna nemuin bner bner sopan jalan bar bar bkin tenang sampe tuju ya lebih nyya gua temuin ampun dah gda bner,3,Netral,0
Sabil Deo kuswoyo,kalo top tahun masuk keburu jembut,1,Puas,1
Apeng Osron,aneh pake kaspro pindah tunai saldo potong bayar tunai kacau nih maxim perbaikin sistem kaspro kasi ngojol kadang masuk susah ambil,2,Tidak Puas,2
21_0359 Alfarizi Kafa,overall bagus biaya murah batal ribet batal driver trus jga update partner merchant ad daftar sana baik maxim,2,Puas,1
muhamad ramadhan,baguss,5,Netral,0
Ahmad Zaky,driver ngotot mending gojek,1,Netral,0
Ruth ros Mambrasar,like,5,Puas,1
Pur Nomo,isi saldo masuk,5,Netral,0
Ki Joyoboyo92,kereeen,5,Netral,0
Suji Yatno,murah driver mudah penjuru,5,Netral,0
Satriani,aplikasi bagus mud suka bayar sangatt buruk buruk maxim tanggung,1,Tidak Puas,2
naira shakila,mes makan tombol batal order,4,Netral,0
Alifah hiqmayanti06 Hiqmayanti,manfaat,5,Netral,0
Toni Achmad,keren,5,Netral,0
Hardani Ridah,lumayan,5,Netral,0
Jafar _Farr,bonus,1,Puas,1
stok ezaefootball,bonus,1,Puas,1
Refansyah Alexander,login otp nunggu kode otpnya kirim wa banget,1,Netral,0
Yeyen Majid,ko top saldo urgent banget ngantor langgan pake maxim,3,Puas,1
Fadhila Azzahra,aplikasi lot,1,Netral,0
Deky Bawekes Eky,msi aktif,5,Netral,0
Septian Hadi,tolong serta foto langgan mes apk maxim mudah driver temu langgan driver kena order palsu,5,Tidak Puas,2
ILCHAM A N,coba apk,5,Netral,0
Aria Nugraha,mantap,5,Puas,1
Ardiaansyah Ardi,trimakasih kerjasamanya,5,Netral,0
MATIUS RANDI,tolong order fiktif tindak,5,Tidak Puas,2
Agungahmadrifai Rifai,ok sngat mrmbatu,5,Puas,1
Jonathan Richie Cong,maxim bosok,1,Netral,0
Nazir Ramadhan,maaf kak rute tuju jelas pakai pulang rumah rute tulis arah tuju beda mohon ya kak,1,Netral,0
samuel silalahi,update dah ngebug,1,Netral,0
Andi Prsty,guna log min masuk tulis error,2,Tidak Puas,2
Juani fahlefy,aplikasi jelek lambat layan,1,Tidak Puas,2
Dara Pusparani,ubah tlp,5,Netral,0
Dyh Uriridi,mes barang jarang nominal,2,Netral,0
Adah Bae,tolong baik lg update ya,4,Puas,1
Ayra Naira,gabisa login taik,1,Netral,0
mayor Shapron (Yor),tolong argonya murah karna bensin mahal jalan macet terimakasih,5,Tidak Puas,2
Fitria Ramadhani,,5,Netral,0
Tia Sulistiani,yah kaspor suka potong alas saldo kurang tolong baik uang anak sekolah,1,Tidak Puas,2
Sulhi Basid,aplikasi bodoh minta lampau nomor,1,Netral,0
Taufik Rahman,aplikasi rekomendasi daerah krna adminnya nambah driver duli dgn dapat driver,1,Netral,0
Junita Anggraini,update mahal biaya maximnya tambah kirim pesan maxim tdk direspon salah balas smsnya nunggu maximnya tunggu maxim jam parah aplikasi titik ada maximnya tdk tampil dimaps ni maxim lambat kali bawa lambat kali,1,Tidak Puas,2
LENZ chz,jelek,1,Tidak Puas,2
Dedy Atuk,mantappp,5,Netral,0
Nurul Khotimah lulu,gila cacat bgt order maxim ride susah ampun klo bayar pake kaspro,1,Tidak Puas,2
Lisa Rianty,maxim tuh plus harga murah g drivernya atittudenya jelek cm banyak temuin ngroko bawa tumpang durasi jemput tolong baik biar minat bnyk,4,Tidak Puas,2
Yenny yen,,1,Netral,0
anugerah illahi,jelekk,1,Netral,0
Zidane Muhammad Azka nuang,woilah,1,Netral,0
Balon putih Terbang,jeleknyooo,1,Netral,0
Tubagus Muhammad Akbar,oke trimakasih,5,Netral,0
Asran bojes Asran bojes,baguss,5,Netral,0
Mamas Badag,motor tua layak jalan,1,Netral,0
Kusuh Epep01,murah cepat,5,Netral,0
Noldy Poluan,aplikasi kacau admin kelolah notifikasi kendara nunggu menit kaspro error top masuk tolak kendara pakai kaspro aplikasi error uninstal ulang ulang parah,1,Tidak Puas,2
Rizky Hidayah,rizky hidayah kiki,5,Netral,0
njas ernandomlayu,kurang omon omon banyak kemon kemon,5,Netral,0
Nurlian Saripati06,aplikasi susah buka pagi malam loading,3,Tidak Puas,2
Sujiroh Sujiroh,mantap,5,Puas,1
ARDIAN,mantap,5,Puas,1
Joko Sukarjo,sy driver maxim driver maxim pahammi sy ajar aplikasi ojol maxim sistem tugas autony tdk dasar sistem krja driver aplikasi tdk dasar mitra dasar untung belah,1,Netral,0
S Suryana,suksis,5,Netral,0
I Gede Wikan Pradipta Diarsa,ok,5,Puas,1
Raden Awangga satria,aplikasi cacat,1,Netral,0
Meilan Cahyo Rizki,maxim baik sistem batal order bikin susah cancel karna konsumen salah tekan driver ambil bayar kasi driver,1,Tidak Puas,2
Paruntungan Pane,,5,Netral,0
Reza Reza,bayar transfer tolong ubah tau kalo aplikasi kaspro jelek ulas ngeluh nih maxim upgrade kalo guna maxim tinggal aplikasi,3,Tidak Puas,2
litalucuimut,uang masukin kode masuk kelas gitu maxim pas masukin kode beneran eh pas pesan maxim bayar cash apas maxim asa kena tipu,2,Netral,0
Nur Salim,kode ngk ya ngk long,4,Netral,0
prima dwi saputra,harga ubah mesan lokasi tuju,1,Netral,0
Bayo Batu,saldo kaspro saldo hilang aplikasi sampah make maxim,1,Tidak Puas,2
Nhur Lhiana,cari driver delivery mau harga ongkir cepat driver provider xl pesan maxim ya aplikasi aneh,1,Tidak Puas,2
Safrina Rina,kecewa aplikasi aplikasi maxim kendala trus update ulang update nggak hapus aplikasi biar install ulang,5,Tidak Puas,2
Rianjatim 123,daftar kode nyah muncul,1,Netral,0
Dellarisma Moviar,bagus layan,5,Puas,1
Novi Budiawan,login masuk mah,5,Netral,0
Vibes Calss,terima tamu maxim sklh org sngt ramah sopan ejek sklh kelas org cewe suka karakter org,1,Netral,0
Fazel Lebay,gimana pakai dana kode promo min guna min mes makan,5,Puas,1
Suwarno Suwarno,aplikasi buruk saing aplikasi mapsnya akurat stasiun terminal milik titik jemput jalan lokasi order,1,Tidak Puas,2
Hadipin Binongko,mantap,5,Puas,1
Jun Saputra,tampil klasik ewalet bayar caspro ambil admin pake qris enak,3,Netral,0
Akalan Si Miskin,sedih,1,Netral,0
Dinosaurus Lucu,install bayar pake ewallet uninstall ribet bayar cash skrg sdh bayar ewallet install,2,Netral,0
MOH. RIAN HIDAYAT,oknum oknum tdk tanggung jagan kali coba maxim mobil kalo,1,Netral,0
prnm 16,aplikasi tolol cari apamat jemput ketik rafles hills cibubur ketemu ketik alamat tuju ketemu,1,Netral,0
dimas aryandani,aplikasi tolol,1,Netral,0
Ajat siregar Siregar,keren,5,Netral,0
Iriyanti S,gua masuk rs operasi grgr jatoh pas bonceng maxim trs maxim kabur gamau tanggung gua iktikad baik driver nama riyan prabowo,1,Puas,1
Putra Kelana,ok,4,Puas,1
Nur Marsha,bagus hebat seru maen,5,Puas,1
Teguh Mulia,maxim lgi promo kode promo ny drivernya ramah sopan bayar tranfer k rek atm k ovo gopay dana klik life jasa cleaning service pijat dll alam tinggal chat reservasi jam tgl tentu omega murah langgan ad asuransi saran staf maxim tolong perhati sejahtera drivernya,5,Puas,1
Lilia Ningsih,murah cepat,5,Netral,0
L Ryuzaki,sarang maling drivermu xim maling helm maling paket order jg dimalingin sepatu jg dimalingin,1,Tidak Puas,2
Riska Umami,bagus cepat,5,Puas,1
Agung Mataram,beda maxim taksee,3,Netral,0
Nurtina Dgsiang,suka,5,Netral,0
anjay ugp,hp hilang supir panggil supir ngaku lokasi handphone hilang,1,Tidak Puas,2
AGUNG NET,login,1,Netral,0
Ocha nia,aplikasi maxim dbuka ya,4,Netral,0
Berbie Cantika,pt maxim mohon kasih pitur poto chat mudah driver cari posisi costumer,1,Netral,0
Alya Fatima,kode otp tdk msuk,1,Netral,0
Nurul Fatia Ramadhani,kode otp tida masuk sms sdh ulang,1,Netral,0
Teddy Atmaja,maxim best,5,Puas,1
Given Mahmud,aplikasi lot pesan makan dapet driver,1,Netral,0
Vei Jhon tra folta,moga maxim alat transportasi aamiin,5,Netral,0
Udin Oleng,mantap,5,Puas,1
Arif Rifnaldi,,5,Netral,0
Putraesa Prakasa,hb hp bpe ni g bumi nb ac jzllv dtm tu haha cjd jg ghj opoo xc v,1,Puas,1
Indri Anna,,5,Netral,0
Lukman Arkana,ok,5,Puas,1
muzaqy falak muhammad,good app,1,Puas,1
Irvan Quitz,murah,5,Netral,0
Frans Tampubolon,baik map mu aplikasi,1,Puas,1
Sri Minggit,buruk maps detek barang hilang asuransi apk sampah,1,Tidak Puas,2
andi adiansyah,maxim oke,5,Netral,0
Yola Deva,isi saldo wallet masuk banget nunggu langsung masuk sita banget,1,Netral,0
Fini Towary,aplikasi eror ngelek order maxsim order batal kemudi dpat order tdk baca aplikasi tumpang riwayat mesan driver maxsimnya sdh dtng akibat miss komunikasi kemudi tumpang,3,Tidak Puas,2
Miles Morales,apk gajelas gausah donlod gajelas rumpun paten baik apk terbit lawak maxim walet saldo gabisa dipake apk harga minum pas bayar apk tulis total bayar ojek gajelas mohon baik operasi,1,Tidak Puas,2
Lord Bule,bantu maxim harga hemat driver ramah,5,Netral,0
Ummi Hanipah,pakai mana selamat rantau bal kemudi aman sytem,5,Netral,0
TOTOK Uncha,bagus banget,5,Puas,1
Salwa Ziada,harga sy lngsung hapus app,1,Netral,0
Mas Herman,ngga bikin order fiktif bikin costumer kabur ijo blokir sembarang driver maxim sepi sistem maxim driver banget pakai aplikasi gps palsu ngga keditek kantor,1,Netral,0
Tunggu Pupuk,cari drivernya dapat mesti dr lokasi jemput,1,Netral,0
Selvina rambu Tamu appu,mud tambah biaya mesan car l car l emang muat orang bagasi ehh bapak tumpang bagasi biaya tambah muat bagasi biaya tambah pokok ramah,1,Puas,1
root dev,apk rugi,1,Tidak Puas,2
Astry Trifena,kali apke maxim harga murah driver sopan berani ongkos customer dgn alibi nunggu bgt rekomended kompetitor kyaknya,1,Netral,0
Fizi Sakit arbani,ok,4,Puas,1
Syafar Rizal,ok,5,Puas,1
Al.ansari Saragih,alhamdulillah bantu,5,Netral,0
Den arga,ilike,5,Netral,0
Aci game sport fans,hama scam rb,1,Tidak Puas,2
Suherman PURBA,tarik btuh driver butuh customer ayo suspend drivermu gabung allah akun kau putus mitra iklas bayar atribut hasil keringat tuntut akhirat,1,Tidak Puas,2
Ahmad Zaky,dpt hadiah,1,Netral,0
Nicholas Alexander,aplikasi sarang tipu,1,Netral,0
Muhamad Rizki,usah maxim tolong ya driver aga pilih nerima sial dapet deliver kek gitu,5,Tidak Puas,2
revi,longor kasar bohong publik lambat php ghosting turst eisu,1,Tidak Puas,2
Muhammad Yusuf,moga,5,Netral,0
Yusep Nugraha,simpel praktis,5,Netral,0
alando pratama,baik,5,Puas,1
Liu Kelly,orang orang gajelas coba sodara paha pegang pegang emang sodara gajelas bilang pas chat bilang otw,1,Tidak Puas,2
Sutar Jo,mantap,5,Puas,1
Salsa Sabila,driver kasar antar tuju kadang turunin tuju alas susah balik kecewa driver maxim,1,Tidak Puas,2
Muhammad Yunus,ribett,1,Netral,0
Rival Mona,order jam respon kemudi,1,Netral,0
Nur Janah,tolong maxim baik daftar pakai nmer telpon aktif nama biar driver mudah cari langgan dasar aplikasi bodong,1,Puas,1
Davin Raditya Ramadhan,aplikasi buruk pake sesal sungguh sesal aplikasi map nama jalan tera parah x anjir x aplikasi ni bisa salah alamat recommend aplikasi kemudi kadang sesuai biodata mobil pes parah,1,Tidak Puas,2
Aurora Rora,bagus aplikasi tampil ribet murah tarif titik jemput daftar maps gpp dgn pilih titik jemput deket saran masuk klo top kaspro klo cepat kayak top belah langsung masuk jdi klo urgent gada cash langsung pake tpi karna pas top masuk jdi bete tpi lebih bagus,5,Puas,1
Tarmizi Tarmizi,baik drivernya oke,5,Puas,1
Bagas Caelan,,5,Netral,0
Pova Techno Baru,aplikasi ngawur malam pesan bandara denggan tarif kena tambah biaya layan bandara tambah biaya pungli perintah perhati pungli negara masyarakat nyaman,1,Netral,0
Onet Netnot,ngiklan nyampah org emg gada org indo model,1,Netral,0
Rio Yudha Pratama,skrng nilai driver driver pakai pakai seragam gimana seragam driver layak pakai beli seragam uang beli kasihan driver la saran mending hapus nilai driver kasihan kasih emoticon jempol jempol bawah bagi order auto min driver pakai mood pm akun curang deteksi protek playstore mati,5,Tidak Puas,2
Ade,mayanlah,5,Netral,0
Siti Kholifatus,cancel ulang kali cancel tetep,1,Tidak Puas,2
Wiya Grande,anjay maxim nih harga bener ajaa itu salah drivernyaa map suru belok kanan luruss puter nambah,1,Tidak Puas,2
Holilur Rohman,jujur tuhan muak kali daftar kali beda beda,1,Netral,0
Fitri Hasanah,selektif milih driver drivernya buta maps,1,Netral,0
A'nyong Tatto,aplikasi keren,5,Netral,0
Jenar Pinilih,kemarin mes maxim jalan jalan bug jalan peta muncul jarak tulis km jarak km lambat paksa gojek bintang tarif relatif murah,2,Tidak Puas,2
Ayu Lyra,review jujur dasar alam pribadi drivers maxim khusus ny taxi jakarta bal sulit order taxi maxim drivers ny jual mahal refused pesan tambahin ongkos aplikasi belah tolong kpd laksana maxim kecewa driver maxim batam nama mundakir asnawi mobil wulingconfero hitam maki suruh kluar,3,Tidak Puas,2
M Apis,sampah pilih lokasi apk jelek,1,Tidak Puas,2
Nazli S,bagus layan nys,4,Puas,1
andro Stebasaa,good,5,Puas,1
Theresia Asmawati,inggin mes makan ter order,1,Netral,0
SaLsa Bilanur annisa,kalo sen makan bet njirgh,1,Netral,0
reya adsty,baguss visual jadul banget kesan menarikk nilai murah si kalo ditambahin fitur promo kayak menarikk deh,5,Puas,1
Sury allovezer.s Allovezer,,5,Netral,0
Destia Astari,layan ya cepat,5,Netral,0
Ricky hasbillah,buruk layan payah,1,Tidak Puas,2
Ujang Tazik,ok,5,Puas,1
Jonly Mamahit,maxim beda sukses,5,Netral,0
Bagus Setiawan,optimal,3,Puas,1
arsad. ardiyansah,apk sen biar nunggu laper sampe emosi,1,Netral,0
Des Des,kaspro kalo bawa uang cash trus gmn coba solusi iya driver pnya,5,Netral,0
Dimas Prassetyo,nice,5,Puas,1
Sunjaya Wholesale,ok bgt,5,Puas,1
Fitra Diansyah,baik maxim wallet kaspronya banget saldo tambah pdhal isi,3,Puas,1
Assyifa Putri Aura Zaskia,,1,Netral,0
Lynzz Asadell,gajelassss cari driver lamaa sekali terima sampe cancel mesan tolak gin gin telat gereja gereja karna lambat lalai terima cs saat kecewa pakai maxim karna harga murah cmn karna sprti harap percaya ganggu pakai maxim,1,Tidak Puas,2
AVA RIVIERA YADI,balikin duit kaspro,1,Netral,0
Ramdani AbdulAzis,aplikasi maxim muncul pilih order life mesaage,4,Netral,0
Putri Elsa Apriliani,ni apk nyediain ewallet kirain bantu kl gaada tunai eh tau bantu samsek alhasil duit gue endap ewalletnya mending gua makan mn kl sen titik g prnh,1,Netral,0
Kebab Tegal,kacau sihh isi saldo cuman pajagan doang tarik gunain susdah dah apk gitu isi saldo masuk sesuai ya minimal bayak banget potoganya mending pakek mah boro boss ampun kapok isi saldo kocak saldo pakek potong kocak aplikasi gitu rincianya potong bayar cas,1,Tidak Puas,2
Andhy Awal,bintang dlu sekrng login terang salah kirim minta,2,Tidak Puas,2
Muhammad A. Azr,tabrak dr sampe plat nomor copot cover knalpot pecah maaf nyolot mikir depan lampu merah pelan ngebut driver maxim kendara bener jng jng cuman gas rem gas rem lampu merah dj trobos gilir nabrak pura pura tolol ngamuk ganti rugi kalimat sakti mohon maaf aaya pake jasa maxim moga tutup aplikasi ojol ilegal,1,Tidak Puas,2
Arian Yhhh,top kaspro eh gilir pesan makan nggak bayar pake kaspro tunai sue sue,1,Puas,1
Haikal Tolago,aplikasi kena bug mohon baik,1,Puas,1
Ni Putu Cinta Mei Utari,kecewa lokasi maxim suruh anter hadeh gitu bikin kerja ribet kali alamat minum ndk minum es matcha nih gitu kasihan nganternya tolong maxim lokasi benar kecewa dgn jadi,3,Tidak Puas,2
Melati Castury,tolong ketat driver penunmpang nunggu depan tinggal,1,Tidak Puas,2
Raffa Azhar Hediansyah,pas buka orang dadah dadah ya takut pake maxim mending pake hayato,1,Netral,0
Sahrul Ramadhan,maxim tanggung oknum driver usman f co ongkos bayar non tunai kaspro sy lapor maxim tdk tindak pakai jasa ojol maxim mending pakai jasa ojol warna hijau safety,1,Puas,1
Maria Dini,,5,Netral,0
Iwan Setiawijaya,iklan beranda guna maxim,1,Netral,0
Naserr Odenn,apalaaaa aplikasi ni cancel klo pesan kek maksa bgt gtuu,1,Tidak Puas,2
IndraSaputra Putra,oke makasih,5,Netral,0
Paman Cakep Channels,info gimana anggota maxim,5,Netral,0
Anton T. Wijaya,lu bikin apk gimana order ilang restart macem muncul jaring kenceng muncul muncul niat bikin aplikasi gas,1,Netral,0
dinotwakanot muslimterkenot,iklan nyocot,1,Netral,0
Mitha Salmiati,aplikasi bagus,1,Puas,1
Ridho Cahya,ko potong banget yah gitu gaada sistem transfer aplikasi repot alhasil saldo pakai,2,Tidak Puas,2
Desi,ok,5,Puas,1
Guntur Guntur,loading lamaaaaaaaa,1,Netral,0
Soimah Soimahsawal,,4,Netral,0
eka juhadi basri,cakep,5,Netral,0
Saban Maulana,lokasi luas batas kota,1,Netral,0
Yul Hidayani 019,aplikasi knp tdk pesan klau pake data pke xl tolong baik bukn cmn sya tpi,1,Puas,1
Ginger Bread,tolong benerin jarak maps sesuai kilometer coba bandingankan maps lai janagan korupsi jarak,3,Tidak Puas,2
Wiwik Triana,maksim hemat ya coba deh,5,Netral,0
Helcar Tuser,tambahin noted tambah biaya serta besar biaya tol biar driver naikin tarif alat kontrol awas kalo nga driver menaikin tarif rugi citra aplikasi harap kecewa kasih bintang biar kembang lekas benah,1,Tidak Puas,2
Yolandaa Chandra,kadang supirnya nakal klik tunggu tunggu bayar menit nambah uang bayar mahal supirnya cancel,3,Tidak Puas,2
Mhd Efendhey,top,5,Puas,1
Ernata Win,bagus,4,Puas,1
Muhammad Murtado,biaya transportasi murah,5,Netral,0
Kasima 123,baik,5,Puas,1
Fitri,yah aplikasi maxim,2,Netral,0
Entin Suhartini,mamtap,5,Netral,0
Sam Leo,bagus elektrik,5,Puas,1
Iwan Setiawan,good,5,Puas,1
Alesha Fams,driver lu main curang rute tol masuk tol alesan sesuai aplikasi aplikasi tol,1,Netral,0
g sung,murah layan jelek pakai maxim aplikasi menit menit dibatalin customer kemudi customer sopan bahasa,1,Tidak Puas,2
aleaw1001,dapet salah driver bawa tumpang sampe selesai order protes terima nyerang adakan tes tangan keluh customer salah rugi salah,1,Tidak Puas,2
Robiansyah Roy,ok,5,Puas,1
Andra Rismaya,parah kagak daftar mulu,1,Tidak Puas,2
Reride Vlog,kaspro gbisa digunain uda topup tpi kena ptong apknya ditmbah lgi mlih pmbayaran via kaspro bgitu dpet driver pmbayaran otomatis ganti tunai ntah mksudnya gmna topup pake duit klo duit gbisa dipake diksih pilih pmbayaran sngt ngerugiin konsumen,2,Netral,0
mochamad Lukman hakim,woi top kas pro saldo,1,Puas,1
nurhayati rini,buruk layan dapet kemudi repot susah,1,Tidak Puas,2
Anwari Kediri,mantap,5,Puas,1
