userName,content,score,sentimen,sentimen_encoded,content_cleaned
RIDO MUSTOFA,developer kembang vitur chat kamera kirim bawa nerima kondisi fisik fitur butuh kreadibilatsnya antar penenrima,3,Netral,0,developer kembang vitur chat kamera kirim bawa nerima kondisi fisik fitur butuh kreadibilatsnya antar penenrima
M Hakim P,aplikasi kagak niat menang tarif murah doang bug,1,Tidak Puas,2,aplikasi kagak niat menang tarif murah doang bug
sup sup,aplksi edan,1,Tidak Puas,2,aplksi edan
Juna Sembiring,gitu lebih tuhan tau,5,Puas,1,gitu lebih tuhan tau
abdul faqih alfaruq,mantap,4,Puas,1,mantap
Rasti Yani,bagus,5,Puas,1,bagus
careena Bolqis,batal order,2,Tidak Puas,2,batal order
Ricky Ricky,jelek apknya,1,Tidak Puas,2,jelek apknya
fibran putra,woilah urgent sen maxim akun telog pas masuk hadehhh,1,Tidak Puas,2,woilah urgent sen maxim akun telog pas masuk hadehhh
Muhammad Yusrizal,map tolong baik,3,Netral,0,map tolong baik
PHARMIE WAE,pilih transportasi bajaj ya,5,Puas,1,pilih transportasi bajaj ya
Slamet Riyadi,layan bom layak live chat adu costumer,1,Tidak Puas,2,layan bom layak live chat adu costumer
Suwarto Ato,,5,Puas,1,
nike anggraeni,update maps buruk maps,1,Tidak Puas,2,update maps buruk maps
Neiddy Herlynce Rengganack,suka layan bagus,5,Puas,1,suka layan bagus
Cimut Gondrong,maap akurat kayak aplikasi gojek maap akurat,1,Tidak Puas,2,maap akurat kayak aplikasi gojek maap akurat
Herlan Nuryayi,bagus cepat layan,4,Puas,1,bagus cepat layan
Agung Hadiawan,kirim,1,Tidak Puas,2,kirim
Hidin,pakai kecuali fitur chat nomor langgan sembunyi,1,Tidak Puas,2,pakai kecuali fitur chat nomor langgan sembunyi
W. Herdyanto,update versi beta,5,Puas,1,update versi beta
Njoll,aplikasi order makan driver gilir cancel,1,Tidak Puas,2,aplikasi order makan driver gilir cancel
Fatkhul Baishudi,susah dapet driver map apk driver klo mesen makan respon dr driver,1,Tidak Puas,2,susah dapet driver map apk driver klo mesen makan respon dr driver
thalita thalia chanel,mantap,5,Puas,1,mantap
Yani's here,jujur kecewa map sesuai susah nyari lokasi tukang maxim ramah,1,Tidak Puas,2,jujur kecewa map sesuai susah nyari lokasi tukang maxim ramah
Bella Kristin,isi maxim wallet kali rbu langsung potong rbu banget,1,Tidak Puas,2,isi maxim wallet kali rbu langsung potong rbu banget
ZeeTt Preset7,bagus,5,Puas,1,bagus
Irfan Sebastian,tolong maxim kadang kaspro ko bgt ya masuk top baik tolong,3,Netral,0,tolong maxim kadang kaspro ko bgt ya masuk top baik tolong
Ahmad Reno Patria,goodluck,5,Puas,1,goodluck
Arpil,singkat padat aplikasi simpel tinggal,5,Puas,1,singkat padat aplikasi simpel tinggal
Fazri Andriansyah,nerobos rampu merah driver,1,Tidak Puas,2,nerobos rampu merah driver
Buyung Wicaksono,order batal ubah order laksana,1,Tidak Puas,2,order batal ubah order laksana
cahaya abadi 81,login layana maxim transfortasi online tolong bantu login apk maxim transfortasi online,5,Puas,1,login layana maxim transfortasi online tolong bantu login apk maxim transfortasi online
Asep Nurhalim,tolong map tuju luas bos,3,Netral,0,tolong map tuju luas bos
Ayu Iyung,bantu maxim hati tindak maxim tolong pakai fake suka nunggu drivernya banyak sukabumi pakai fake gps tuyulnnya tolong atas driver bilaperlu blokir permanen beberap biar jera bis maxim layan selagi bagus bobrok,5,Puas,1,bantu maxim hati tindak maxim tolong pakai fake suka nunggu drivernya banyak sukabumi pakai fake gps tuyulnnya tolong atas driver bilaperlu blokir permanen beberap biar jera bis maxim layan selagi bagus bobrok
Hesly Muloko28,tolong integritas kemudi car bike,1,Tidak Puas,2,tolong integritas kemudi car bike
Dendo Se,aplikas transport plg jelek maxim map ny driver ny nerima order kalo nyediain fasilitas bagus mending dri pda bikin kecewa kesel,1,Tidak Puas,2,aplikas transport plg jelek maxim map ny driver ny nerima order kalo nyediain fasilitas bagus mending dri pda bikin kecewa kesel
Teuku Yadi,makasih baik maxim,5,Puas,1,makasih baik maxim
Imar Jubaedah,layan mantap,5,Puas,1,layan mantap
fitri yuliani,salah,1,Tidak Puas,2,salah
Lilis Mayasari,astaghfirullah uras energi sabar kali download maxim stlah th pelayananny drivernya tau jalan nungguin driver jam ujung mnghilang mnta cancel paraaahhhhhh gilaaaaa,1,Tidak Puas,2,astaghfirullah uras energi sabar kali download maxim stlah th pelayananny drivernya tau jalan nungguin driver jam ujung mnghilang mnta cancel paraaahhhhhh gilaaaaa
Farel ahmat,jelekkkkk titik tuju ilangggg,1,Tidak Puas,2,jelekkkkk titik tuju ilangggg
fanny maulana,aneh driver salah langgan kena casss hilang aplikasi tunggu kalo driver,1,Tidak Puas,2,aneh driver salah langgan kena casss hilang aplikasi tunggu kalo driver
Nur Abidin,layan bagus motor muda,5,Puas,1,layan bagus motor muda
Arasy Najmi Athallah,login,1,Tidak Puas,2,login
Thoriq Irvan,bagus uang driver,1,Tidak Puas,2,bagus uang driver
Subejo,kerja point halal gaeess,5,Puas,1,kerja point halal gaeess
Zams Store,lambat kali masuk duit kaspronya kali top lelet kyk gopay ovo langsung masuk nunggu tdk kali mohon baik,3,Netral,0,lambat kali masuk duit kaspronya kali top lelet kyk gopay ovo langsung masuk nunggu tdk kali mohon baik
Evans Subiantoro,,3,Netral,0,
mhat mobie,tolong aplikasi download aplikasi tambahin verifikasi ktp wajah tdk customer order fiktif maxim,5,Puas,1,tolong aplikasi download aplikasi tambahin verifikasi ktp wajah tdk customer order fiktif maxim
Orpa Priharti,pesan maxime bandara karna harga tera aplikasi exp apk tuju biaya tambah biaya shiballlll,1,Tidak Puas,2,pesan maxime bandara karna harga tera aplikasi exp apk tuju biaya tambah biaya shiballlll
Ade Fadzil,good application,5,Puas,1,good application
Haji Arni,aplikasi aneh transfer ribu masuk aplikasi ribu pas transfer bank biaya adminnya wajar si potong segitu cuman knp masuk akun pas sesuai trasfer mohon bijaksana kelola uang takut depan sepele,1,Tidak Puas,2,aplikasi aneh transfer ribu masuk aplikasi ribu pas transfer bank biaya adminnya wajar si potong segitu cuman knp masuk akun pas sesuai trasfer mohon bijaksana kelola uang takut depan sepele
Selin,mantap,5,Puas,1,mantap
Damar Soax,bantu,5,Puas,1,bantu
Jusman Jusman bontang,tarik,5,Puas,1,tarik
Febriani Lena,pake tpi kesel banyak driver gamau bayar pake kaspro bayar digital klo gabisa dipake banyak cash g ribet,4,Puas,1,pake tpi kesel banyak driver gamau bayar pake kaspro bayar digital klo gabisa dipake banyak cash g ribet
Aldi Putra,tolol pesan gaco tunggu gaada respon seleksi dekat fitur,1,Tidak Puas,2,tolol pesan gaco tunggu gaada respon seleksi dekat fitur
Nardes Nomleni,muas,5,Puas,1,muas
Taufik Hidayat,puas,5,Puas,1,puas
Sumaryati Jamal,tunggu,5,Puas,1,tunggu
erlania dewi,siip,5,Puas,1,siip
Andika,sampah habis top g dipake,1,Tidak Puas,2,sampah habis top g dipake
Lunatic Room,isi saldo bener masuk bayangin kalo butuh urgent aneh banget,1,Tidak Puas,2,isi saldo bener masuk bayangin kalo butuh urgent aneh banget
Roslan Olan,ok,5,Puas,1,ok
Devindo Almira Vito,aplikasi lambat pake wallet kaspro kena tipu driver balikpapan selesai order kaspro kurang tinggal jam habis meeting kurang tari dana email support aplikasi kecewa aplikasi unggul kompetitor,1,Tidak Puas,2,aplikasi lambat pake wallet kaspro kena tipu driver balikpapan selesai order kaspro kurang tinggal jam habis meeting kurang tari dana email support aplikasi kecewa aplikasi unggul kompetitor
eko suyanto,sulit nyari titik kordinat tuju aplikasi loncat loncat,1,Tidak Puas,2,sulit nyari titik kordinat tuju aplikasi loncat loncat
Laily Hayati,bagus pas maxim kaspro kurang kecewa banget karna rangin,2,Tidak Puas,2,bagus pas maxim kaspro kurang kecewa banget karna rangin
Kemilau Abadi,isi dompet kas pro aplikasi,1,Tidak Puas,2,isi dompet kas pro aplikasi
iin Agustini gree,cobapake maxim kirain bagus pas sen susah bgt login maskin tlp uda maskin klik gambar gambar mulu sen capek deh ja abis cumabuat klik puzle bisabisa sen,1,Tidak Puas,2,cobapake maxim kirain bagus pas sen susah bgt login maskin tlp uda maskin klik gambar gambar mulu sen capek deh ja abis cumabuat klik puzle bisabisa sen
Gas Pool,ulas diploper maxim admin kantor cabang nemperbaiki suap uang sogo,1,Tidak Puas,2,ulas diploper maxim admin kantor cabang nemperbaiki suap uang sogo
Ahmad Hanafi,tampil map gps tampil satelit ya kadang susah kalo pas nyari alamat cari kalo map gampang kalo tampilanya gelap liat tampil satelit,4,Puas,1,tampil map gps tampil satelit ya kadang susah kalo pas nyari alamat cari kalo map gampang kalo tampilanya gelap liat tampil satelit
Reni Surtiati,mantap,5,Puas,1,mantap
djufri mahmud,mantul,5,Puas,1,mantul
A. D Harianuddin,atribut disiplin system cermin kwalitas,5,Puas,1,atribut disiplin system cermin kwalitas
Agus Heryanto,aplikasi ok mohon update kirim pesan foto struk ambil,5,Puas,1,aplikasi ok mohon update kirim pesan foto struk ambil
Ridwan Abidin,bintang layan daftar,4,Puas,1,bintang layan daftar
Arief Riansyah Bulwafa,doang fungsi repot kalo cash melulu,3,Netral,0,doang fungsi repot kalo cash melulu
Hadiatus Saniah,pesan maxim bayar non tunai terima order mobil supirnya mati ac terkadang bawa tumpang mobil,1,Tidak Puas,2,pesan maxim bayar non tunai terima order mobil supirnya mati ac terkadang bawa tumpang mobil
Novi Sari,god job rewel,5,Puas,1,god job rewel
Hendri Marta,aplikasi taiiiii masak mesan drivernya jd telat gw ngantor cancel kasi ojolnya donk kalo kerja admin daerah kota pariaman,1,Tidak Puas,2,aplikasi taiiiii masak mesan drivernya jd telat gw ngantor cancel kasi ojolnya donk kalo kerja admin daerah kota pariaman
Novi Anto,balada reward fiktif alias pake muncul mode harga fear tera apk costumer beda dgn tera apk mitra alias driver trus adu domba kasi drivernya cari rezeki ampe keringat bool pangke,2,Tidak Puas,2,balada reward fiktif alias pake muncul mode harga fear tera apk costumer beda dgn tera apk mitra alias driver trus adu domba kasi drivernya cari rezeki ampe keringat bool pangke
juju ts channel,scam promo gabisa dipake huuu l,1,Tidak Puas,2,scam promo gabisa dipake huuu l
Fens Madun,mantap,5,Puas,1,mantap
renzaj tiktok1230,driver llo otw telat klo sekolah telat jam mepet,2,Tidak Puas,2,driver llo otw telat klo sekolah telat jam mepet
EL.KOIBUR The M S Koibur Marisan Rumere,instal tablet kartu,5,Puas,1,instal tablet kartu
Ishan Yusrizal,ol lu kasih mas ojek kek ngasih ol,3,Netral,0,ol lu kasih mas ojek kek ngasih ol
ED0 54PUT24,bantu akses,2,Tidak Puas,2,bantu akses
Ell Bhyy,aplikasi butut,1,Tidak Puas,2,aplikasi butut
Junaedi,maxim transportasi online mikat hati costumer maxim mantap,5,Puas,1,maxim transportasi online mikat hati costumer maxim mantap
Safa Tebing,jelek drivernya mudah marah sopan profesional ngomong kasar rendah orang driver ngelempar uang makan uang inti driver sopan kecewa pakai maxim beneran kecewa banget,1,Tidak Puas,2,jelek drivernya mudah marah sopan profesional ngomong kasar rendah orang driver ngelempar uang makan uang inti driver sopan kecewa pakai maxim beneran kecewa banget
Hana awalia,rangin driver naikin tarif bike berantas gps resah driver tutup daftar id ximmmm,5,Puas,1,rangin driver naikin tarif bike berantas gps resah driver tutup daftar id ximmmm
Usep Sulaeman,layan cargo tolong adakan pilih armada biar konsumen pilih armada butuh blinvan pick bak pick box engkel engkel moga cepat baharu terimakasih maxim,4,Puas,1,layan cargo tolong adakan pilih armada biar konsumen pilih armada butuh blinvan pick bak pick box engkel engkel moga cepat baharu terimakasih maxim
HANIMOON LTD,saran baik driver area pontianak banyak bawa helm kaca maxim helm ngga kaca,4,Puas,1,saran baik driver area pontianak banyak bawa helm kaca maxim helm ngga kaca
Muhamad Yaumul Adieb,gampang kena hack kecewa,1,Tidak Puas,2,gampang kena hack kecewa
Annisa Zhafira11,jujur tarif murah maaf banget aplikasi error kayak baik deh gaada fitur cancelnya tolong ya min baik,1,Tidak Puas,2,jujur tarif murah maaf banget aplikasi error kayak baik deh gaada fitur cancelnya tolong ya min baik
Nyoman Putra yasa,bagus kereeen,5,Puas,1,bagus kereeen
Seto Mulyadi,ui tarik promo makan dll batas tarik resto favorit resto tutup order rugi,2,Tidak Puas,2,ui tarik promo makan dll batas tarik resto favorit resto tutup order rugi
Mogly,susah kalo cari alamat salin maps jasa drive beda drive mudah cari alamat lokasi salin maps,3,Netral,0,susah kalo cari alamat salin maps jasa drive beda drive mudah cari alamat lokasi salin maps
favio alzahir,kasi bayar gopay ovo dll ribet banget memekkkk,1,Tidak Puas,2,kasi bayar gopay ovo dll ribet banget memekkkk
burik kuali,hilang apalgi main game,5,Puas,1,hilang apalgi main game
Abaw,drivernya cepat ambil order,5,Puas,1,drivernya cepat ambil order
putra Akbar,bantu update map thanks,5,Puas,1,bantu update map thanks
dhelvin tri anugrah,drivernya ganas ganas bau,1,Tidak Puas,2,drivernya ganas ganas bau
Fernando Otoshigami,driver miftakhul ulum daihatsu xenia warna coklat tua nopol nggak profesional diberitahu cepat kejar map apk gerak tunggu batal ancam memviralkan kejar keluarga tinggal kalah bayar harga,1,Tidak Puas,2,driver miftakhul ulum daihatsu xenia warna coklat tua nopol nggak profesional diberitahu cepat kejar map apk gerak tunggu batal ancam memviralkan kejar keluarga tinggal kalah bayar harga
Kawa Kawa,bagusss,5,Puas,1,bagusss
alex adrianto,aplikasi psan dr aplikasi tarif pesan murah ubah lipat,1,Tidak Puas,2,aplikasi psan dr aplikasi tarif pesan murah ubah lipat
Iron Ardonio,aplikasi pea maxim nentuin titik langgan narok titik sesuai susah map benerin,1,Tidak Puas,2,aplikasi pea maxim nentuin titik langgan narok titik sesuai susah map benerin
RAFIH Aulia,fitur batal pesan mes makan alamat salah ganti nambah order,1,Tidak Puas,2,fitur batal pesan mes makan alamat salah ganti nambah order
Hanif Maftukhan,aplikasi jls sdh top tpi kaspro pakai,1,Tidak Puas,2,aplikasi jls sdh top tpi kaspro pakai
Elia Rahma,gila sumpah maxim bayar e walet bantu nih top e wallet ngga langsung masuk nominal potong top e wallet nggada notif berapa payah,1,Tidak Puas,2,gila sumpah maxim bayar e walet bantu nih top e wallet ngga langsung masuk nominal potong top e wallet nggada notif berapa payah
Driver Maxim Kuta,maxim bal promosi bal bilang cs itung klw si ijo mah csnya buanyak jdi herann maps karuan cs maxim banyak ngensel kasi drivernya rugi rugi bensin coba terutamah promosi aplikasi bal seluru tau tolong promosi xim,5,Puas,1,maxim bal promosi bal bilang cs itung klw si ijo mah csnya buanyak jdi herann maps karuan cs maxim banyak ngensel kasi drivernya rugi rugi bensin coba terutamah promosi aplikasi bal seluru tau tolong promosi xim
Zahra Hana,ok,5,Puas,1,ok
S,gabisa login kode tunggu sms gaada tlf gaada,1,Tidak Puas,2,gabisa login kode tunggu sms gaada tlf gaada
Rocky Billa,ewaletnya potong gila isi masuk potong parah,2,Tidak Puas,2,ewaletnya potong gila isi masuk potong parah
Android Sapoke,fitur bajaj muncul kak,5,Puas,1,fitur bajaj muncul kak
Afriandirahmat Painting,banyak verifikasi tau mata gue rabun,1,Tidak Puas,2,banyak verifikasi tau mata gue rabun
Hale Lowe,login ulang susah banget buru buru rekomendasi,1,Tidak Puas,2,login ulang susah banget buru buru rekomendasi
Maya Baselia,good,5,Puas,1,good
emmy nababan,tolong tingkat akurasi drivernya salah lokasi map sesuai,1,Tidak Puas,2,tolong tingkat akurasi drivernya salah lokasi map sesuai
Bella Naurah Ramadhani,gue isi maxim wallet masuk maxim walletnya tulis saldo gue bank gatau uang mana sengaja bintang biar baca,5,Puas,1,gue isi maxim wallet masuk maxim walletnya tulis saldo gue bank gatau uang mana sengaja bintang biar baca
I Made Wedha,good services,5,Puas,1,good services
kawan sejati,gebrak promo maxim argo murah hemat ayo donk xim sistem promo hemat murah dri grab gojek cs pake voucher member biar maxim rame bakar saldo xim kasi pinggir jalan order promo customer maxim rame joss,1,Tidak Puas,2,gebrak promo maxim argo murah hemat ayo donk xim sistem promo hemat murah dri grab gojek cs pake voucher member biar maxim rame bakar saldo xim kasi pinggir jalan order promo customer maxim rame joss
LINCE MOTE,guna,5,Puas,1,guna
kukuh ahmad,sang muas,5,Puas,1,sang muas
Rafasha,gajelas salah mulu indah grab gua benerin tuh bug,3,Netral,0,gajelas salah mulu indah grab gua benerin tuh bug
Rima Febriani,dar saran masuk tolong driver bike maxim usaha bawa pakai atribut helm jaket maximnya driver maxime pakai bawa atribut maxim usaha jg drivernya bawa uang receh pecah ribu ratus perak,5,Puas,1,dar saran masuk tolong driver bike maxim usaha bawa pakai atribut helm jaket maximnya driver maxime pakai bawa atribut maxim usaha jg drivernya bawa uang receh pecah ribu ratus perak
Nana Supriatna,bagus cepat,5,Puas,1,bagus cepat
Nanang kolot gaull,apknya bagus banget sy suka,4,Puas,1,apknya bagus banget sy suka
Rusma Wati,aplikasi bagus guna alhamdulillah bantu pesan maxsim car driver suka ongkos tera jng gitu suka ngasih tips harga tera aplikasi kesan ngak enak,5,Puas,1,aplikasi bagus guna alhamdulillah bantu pesan maxsim car driver suka ongkos tera jng gitu suka ngasih tips harga tera aplikasi kesan ngak enak
Jandapirang,mantap,5,Puas,1,mantap
Rizki Malik Ibrahim,tolong maxim bikin aplikasi e wallet ribet bener pake uang cash driver kembali e wallet kirim uang bank,1,Tidak Puas,2,tolong maxim bikin aplikasi e wallet ribet bener pake uang cash driver kembali e wallet kirim uang bank
Bening Kasih Anugrah Ilahi,sangatt bantu,5,Puas,1,sangatt bantu
Aan,layan buruk driver milih ongkos besarr,2,Tidak Puas,2,layan buruk driver milih ongkos besarr
SBG Climb,solusi aplikasih makxim pelangganya ketat daftar aku order tahu fiktif karna lihat daftar modal nomor hp tampa verifikasi muka orang order cencel karna pikir nggk tau identitas pake verifikasi muka upload data kurang jadi ordef fiktif orang jahat,4,Puas,1,solusi aplikasih makxim pelangganya ketat daftar aku order tahu fiktif karna lihat daftar modal nomor hp tampa verifikasi muka orang order cencel karna pikir nggk tau identitas pake verifikasi muka upload data kurang jadi ordef fiktif orang jahat
Budionot Budionot,map akurat driver jaket lusuh kotor,1,Tidak Puas,2,map akurat driver jaket lusuh kotor
Benny nainggolan,amazing spasiba,5,Puas,1,amazing spasiba
Deza Juan Arifin,keren,5,Puas,1,keren
Aswar Anas,,5,Puas,1,
Fadhil Ahmad Alrisqy,bingung penggunaanya menu makan,1,Tidak Puas,2,bingung penggunaanya menu makan
Jabrik Property,rekomend bngt harga tarif logis jemput cepat,5,Puas,1,rekomend bngt harga tarif logis jemput cepat
Dwi Saputra,maxim hp kode enda muncul kode salah kirim permintan kaya,1,Tidak Puas,2,maxim hp kode enda muncul kode salah kirim permintan kaya
Alessandro Napoleon,kadang supir rem,4,Puas,1,kadang supir rem
